label	txt
1	手机整体很棒，颜值不错，发货速度也还算OK吧，使用起来很流畅，拍照很清晰，买给妹妹用的，小朋友满意，这就是最好的啦！
0	好的gt游戏加速呢？
-1	收到货没几天就降价，还不给不差价，京东不是保价的吗？
1	手机到手了 觉得很好 符合自己的期望值 手感不错 开心
-1	买完直接降价        申请保价  客服各种要求
0	电池有待改进。流畅性换可以在改进。
-1	来，吐槽一下#的蜕变。本人21号中午拿到手机，下午打了两把游戏，不到半个小时，手机发烫的不要不要的，加上耗电太快。然后手机落在宿舍去通宵，第二天睡醒了，差不多就中午了，又玩了一下还是一样的发烫严重，然后联系客服退掉了，23号下午说是要上门取货，给他们送过去，检查完了拿走了，过了五天27号说是手机有划痕给我退来，我他妈真的服了，打了两把游戏就把你们的手机划痕了，老子也是服了，然后给我送来了，还让我服了运费25元人民币，打开一看划痕在哪儿，在哪儿，在哪儿！一脸懵#！你们说的划痕去哪儿了！！！然后又给我发不一样的照片来说这说那。（我忍住了不骂了不骂了）我劝光大朋友们，要买手机千万不要从这个#买，不要为了一两百块被忽悠头脑，这种@的垃圾们我就纳闷了怎么待在京东里面，还是京东都是这样@的给我卖#手机还不让我退，艹他娘的，要是实在劝不住你们还是想从这儿买想被坑，那我我很愿意替他们坑你们一次，把我的手机买走吧，6+128配置很全，愿意给你们降个三来拖坑，我真的累了，不想和他们争了，就默默的吃亏吧，但愿能给你们一个好的建议，买手机就到官网买吧，最后#吧##！！！艹艹艹M
1	手机很不错，使用运行也挺快，挺喜欢的，很棒，大家放心购买即可
1	电池耐用，屏幕够大，音质不错，很喜欢。
1	或许收到，用着很好速度也很快。物流速度也很到位，相当好。
-1	2000块钱的东西，连耳机都没有
1	手机不错，具有现代化手机都有的功能，性价比较高的一款手机，送的东西也不错
1	还没用，用后再评
1	实物与描述一致，很喜欢。开机快，运行流畅。其他，使用过后，再来补充。
1	东西很好，老板人也很好，物流也很快
1	手机很不错，从荣耀8荣耀9，现在换10，一如既往的信任喜欢。
1	手机很漂亮，我也很喜欢。下次会再买，
1	手机可以屏幕挺大，电池吧，不是很耐用，应该是屏幕大的原因，反应也挺快的，如果喜欢大屏的，我建议购买，单手操作，有一点困难，总体可以支持国货
1	超级赞?手机硬用起来很流畅，第一次听音乐就被惊艳到了。
1	屏幕很清晰，运行速度很快，空间够大，摄像头拍照清晰，送了很多小赠品。物流速度也很快。
1	人脸识别、指纹识别、密码开机三重保护，尤其是人脸识别技术，手机瞬间解锁。性价比很高的一款手机
1	很不确的手机，速度很快的。
1	用了几天，外观分比较高。运行可以，待机时间也可以，充电速度也可以。打王者感觉会飘。不知道什么原因。快递小哥辛苦了，满分。
-1	嗯买完就降价，真的是很烦人，别的还好，就是坑人。
1	好看，很惊喜，手感好，拍照效果好！希望可以很保电！
1	这个价位，手机用的很满意，玩游戏满帧运行，不卡顿，
0	唯一不满意的地方就是手机配件里没有耳机?
-1	自带软件太多了
1	一直在用荣耀，从四到8到现在的10.无论外观还是手感速度，都是杠杠的
1	手机基本上还可以
1	外观高大上！！洋气得板！用起也不错，屏幕大
-1	太差劲了，什么都不想说，只想说，我很后悔买，那些想买的，要想好了，买了就后悔
1	手机收到了，看着还不错用着也很舒服，华为荣耀手机就是好，性价比高，值得购买
-1	买过你就降价，
1	好的的地方就不说了，说说不好的，全屏显示体验不好，有的在角落的键都点不上，home键有时候太灵敏，正打游戏呢，啪返回了，有时候按半天不动弹，个人喜欢手机的手感，贴膜影响手机操作，也没戴手机壳，这个手机很精细十几厘米的高度就掉漆了，前车之鉴，一定要保护好手机。打游戏王者荣耀可以，吃鸡还是有点卡顿，体验没有iPhone6s好，有点纳闷，也可能是没用习惯吧，屏幕显示效果不如iPhone的，看电影开蓝光颜色过艳，没有iPhone的那种真实感。最近有点忙，也没细用，等用一段时间在来看看，续航能力。
1	大气，外观好看，质量待定。可惜没送钢化膜。速度快，服务好。
-1	机买了不到一个月就坏了。还不给退货！
1	手机不错哦，开始觉得刘海平别扭，还给设置了，后来恢复刘海平了，觉得还不错呢，手机反应挺快的呢，喜欢
1	很好 一款不错的手机
1	手机很好用！轻薄，速度快！
0	拍照拍景物还可以  个人觉得拍人并不好看电视续航一般  发烫严重但是大小还是很喜欢的  快充也不错
0	人脸识别和指纹解锁都坑，配置玩游戏还行
-1	看图吧，不到两天，你们路过好了，别考虑在这里买
1	手机跟很好值得购买，
-1	手机还可以，唯一一点就是连耳机都没有
-1	感觉手机被开封里装了什么隐藏软件，每次听到信息声音然后没有信息，问卖家，卖家客服发了一朵小红花，然后就没有回答我的问题，每次重启后会消失，一个月有五六次了，个人信息银行卡后期会不会洗劫一空就不知道了
1	刚到手，拿在手里沉甸甸滴，我很喜欢
1	非常喜欢屏幕够大看电视剧玩游戏很不错 外放声音很大 拍照清晰 运行流畅没啥问题满意
1	买给婆婆 老人很喜欢  推荐
0	刚买的就打折，神马意思，能补个耳机吗
1	很好的，买的很值，就是手机壳太滑啦，扣环安不上
-1	屏幕有按不灵。感觉上当了。
1	宝贝收到喽   特别喜欢  颜色很洋气  正品无疑  大家可以放心购买 店家送的礼物不错。 祝店家生意兴隆
-1	已经无力吐槽了  插卡的地方接触不良  用一会就得重新插一遍  我都怀疑是不是二手的 赠品明显也是被人用过  拉链都是坏的 要求换货  给我换了八天  还京东呢  买个手机用了大半个月  手机发来了赠品也没有发过来  服务真心让人醉了  要不是因为这是我们丽颖代言的   早就退货了！
1	西不错快递也很快，很好跟给力，下次还要买！
-1	二手的别买。都是别人退货机或者清仓机。我买到别人的退货机。我收到货。发现手机已经@了一个星期了。保修日期看得到被别人用过的。垃圾东西。想退货。他要我去华为售后检测手机。连发票都没有怎么去。后来客服说给我一个电子版的发票。迟迟不发。真的买手机还是去实体店买吧。不然肠子悔青。。玩游戏还掉帧严重。
1	包装精美，质量很不错。很喜欢，还想入手一件
1	手感还不错挺舒服的，性能也可以，看了别人评论来的用着看
1	手机很不错，是我想要的，物流也很快，包装很好，防磕碰，就是不知道为什么钢化膜的盒子有点破损，总体是很喜欢的。
1	用了一天，很好用，手机很漂亮，电池也很耐用
0	上午十点下单，下午6点送到，京东给力，机子买给老婆的，她不玩游戏，也就喜欢记录孩子的成长，所以就买了荣耀10，想着拍照好就行，但到手后失望了，2400的前摄像头拍出来的效果太失真，皮肤泛白！一下就掉了印象分！是我不会用么？后拍照的效果挺好的
1	好评！这家店老客户了哈哈哈哈哈哈哈，果然没让我失望，物流快，东西好，送的东西也多，京东自营我都不放心，旧手机砸了，不然晒晒手机图，完美～
0	店已经收藏了很久，不过是第一次下手。给父亲买的 用着还不错
0	优点:操作流畅缺点:使用时耗电比较快。所谓的拍照摄像头像素高但成像效果很一般，还没之前我努比亚的800前和1600后照出来的细节表现好，徒有虚名。此外华为在手机边框设计上真应该向中兴学学，这么多年的屏幕边框还那么宽。努比亚要学的就是系统优化。国产手机用过华为用过P8max，P9,努比亚Z8,Z11,魅族的，小米的，总体评价华为排在首位，但问题也多，努比亚系统如果优化好的话比华为要好多了，主要是努比亚手机抗造，刷机、摔等要比其他的明显好，就是那个系统太差。
-1	才买的手机用着还是可以，就是太容易发烫了，没开数据看一会电视都要烫手！！！比我之前的荣耀八青春版还老火
1	机不错，屏幕是真的大！
1	正品，颜色很喜欢，用起来速度很快，用起来很方便。
1	手机很不错哦。就是物流有点慢。
1	质量很好，相信华为，家人很高兴，商家很值得信赖，点个赞！
1	手机好用，非常满意
1	不错，可以
0	我用了段时间怎么没有觉得拍照像素好呢 我那个荣耀8比这个好呢 这是怎么回事啊 货派送的挺快的 省内有库存第二天到了 手机性能没觉得好 玩游戏发热的厉害
1	机子拿到了，还是非常不错的，
1	顺丰快递很快，三天就到了，手机正品，国庆活动送的东西也多
-1	今天换了个屏
1	手机不错，玩游戏很流畅！是官方正品，充电速度很快！还不错支持华为！
1	支持国产，华为就是牛，好用！
-1	华为？国产？去你的国产游戏手机
0	屏幕有点小
-1	谁买谁后悔，掉电快，基本用不到一天，而且电信4G数据象蜗牛一样，京联通达服务蛮差，退货不退，七天无理由只是有质量问题才退，七天无理由退货是什么意思?发票没随机，收货后找要说他们可开电子票，我下单是纸质的，
0	，频目窄了，看电视不舒服，京东小哥給力，送货快，心里舒服
0	还行，问题不大
1	还不错，跟老公同款，内存够大，暂时不需要担心存储空间不足了
-1	没有发票，和客服说了，也没有回复。
0	手机发烫，续航不咋样，打游戏还行
1	手机很漂亮，手感也好，前置指纹没用过，手机运行比较快，毕竟是新手机，小赠品一堆，
1	是正品，很喜欢
0	颜值很高，电池特别不耐用，给四分吧
0	手机附赠的耳机有电流麦，还是推荐大家去自营店买吧
-1	这是一台翻新机，一看就是被使用过
1	质量非常好，跟描述的一样，解锁按键都很快从不卡，物流真是太快了
1	手机外观漂亮，但是不知道用过后怎么样？
0	特意用了几天来评价，买的是蓝色的。这个尺寸对我这种小手的来说非常合手，也挺轻的，屏幕蛮大，照相还可以。放音乐的时候音质很好。指纹解锁再在手指湿的情况下，大部分都是不能解锁。在用qq浏览器下载小说看的时候，会频繁出现一截文字消失的情况。最近这两天出现闪退的情况。下方左右滑动看使用中的软件也是不灵敏，弄蛮多次才行。
0	差不多吧，就那样
1	东西收到了，感觉还不错！反应快，速度很快！
1	送一大堆东西，物流也很快，玩刺激轻松吃鸡，运行非常流畅！玩两天再给媳妇买一个？
-1	耳机都没有送没有赠品
1	很好看，其他的都很好
1	手机很好用，用起来很流畅，一直用荣耀系列的，感觉很好用，而且店家还送了很漂亮的手机壳呀，哈哈哈，喜欢，谢谢哦～
1	手感很好，处理器很牛，很好用，外观也漂亮，满意
1	颜色喜欢，速度喜欢，手感喜欢
0	没什么太大的惊喜
1	大气，惊艳，是正品，太喜欢了，成功的网购
-1	下单提示送耳机，收到没有
-1	本来懒得评价什么，偶然看了下早买两天多花一百块，我不服e#
1	买来用了两天，总体还行。
1	前天下单，今天就收到，看到外观非常满意，开机速度也很快，买给老婆用的，也一直支持华为手机!
1	我早上下的单，下午就到了，物流快服务好。
0	说实话，很卡，总的来说，体验效果不好
1	才拿到手机，做工比价精致，手感也不错，功能方面还需使用一段时间过后再做评价。
1	盯了好久终于买到了，哈哈特别喜欢，也很实惠
1	挺好用的
1	买了一次又一次质量服务都特别好，反正是大力推荐这款
1	着挺好 。
0	本人对手机不太懂，也不追求什么高性能，但是**送的所谓原装耳机插手机上，不能碰，轻轻一碰就暂停是什么鬼？只能放桌上不动，关键是哪耳机放在我朋友的小米手机上一点事都没有，所以我想知道到底是耳机的问题还是手机的问题。
0	帮同学买的，同学很满意，不错
0	屏幕分辨率挺好，外观很漂亮，但是手机拍照不好照片失真还没有我这苹果6拍出的照片出色呢。想玩拍照的要慎重考虑了。
0	手机运行还可以 不过手机机身材料有股味道 难闻
0	昨天刚用就出现卡机现象，真是无语了，美观度还行，发货挺快，再用着看看吧
1	很漂亮，很喜欢，用过以后在评论，
1	手机到了还可以，是真品，很满意！
1	非常漂亮，很不错的，用着还是很舒服的，赞一个
1	物流还可以，3天就到了。手机外观很漂亮，打了会儿游戏，流畅。就是温度偏高
0	快就快，
1	手机很好看 外观也炫酷 一只手毕竟好操作 现在华为越来越好了 加油
1	屏幕够大，非常清晰！我很喜欢！对商家的赠品非常满意！会继续光顾的
1	心念念选了好久，到手价2500很满足了，就性能来说，手机没毛病，很舒服，之前的手机只有3g的运存，每天卡到想哭。不太喜欢的点，就是手机太大了，超出了想象，感觉有点蠢，不过看视频打游戏倒是没话说
1	拍了照片貌似删了。。。。拿个图凑活吧，手机比我想的要大，手机是正版，用着很棒，nice
1	充电非常的快。要使用原配的头和线，和老婆一个黑一个蓝色
1	使用起来很好，质量不错，达到预期了
1	行！让我笑一下?来都没有用过这么大的手机。第一次。。真的好大啊。。。。。。不过真的好用。内存固件也没有占用那么多。还有就是屏幕大。。好玩游戏，看电视也很方便。就是没有~指纹支付。。不过都可以。。这么大的手机。。。。我真的好想笑。。客服也很有耐心，很有礼貌。谢谢哈?
1	这家性价比最高，发货快，比较满意
1	手机非常好，而且价格便宜，店里还送了很多礼品，很是愉快的一次购物
0	感比样品好，新机电池还可以吧，拍照还没试，系统的操作设置还在适应中，设置的时候卡了几次屏，不知道是什么情况，用内置的百度也卡屏，自带的浏览器就没事，这是假的荣耀10吗?快递包装比2月份送老婆的荣耀v10差。一直喜欢可以单手操作的手机，主要是看中机身尺寸，缅怀我的s7+，白条还没还完?
1	华为手机自带软件有点多 不玩游戏 电池能用2天
1	外观不错，续航能力凑合，我认为耗电有点快
1	手机真好，我很高兴，双11快递真快
1	收到宝贝，比想象小巧，精致，很喜欢!
1	速度快。已经贴了膜。好评
1	机各性能都很好，外观也不错，就是可惜没有图片的效果，总体来说还是很优秀滴！
0	帮同事买的，他用着说偶尔还是会卡住
1	电池很好！充满了电能用几天！
1	很喜欢华为的手机，价格实惠，功能齐全，一直在用，值得推荐，喜欢的朋友可以来，五分好评！
1	手机到的快，京东物流就是快，送的礼物今天到的，非常赞，?手机非常不错，玩吃鸡直接最高画质，不带卡的，散热效果是真好，我之前的mate8一把吃鸡手机就很热了，noto10真不错，哈哈哈，给卖家点赞，是正品哦，看上的小伙伴赶紧出手吧
1	新机子很漂亮啊，感觉也很实用。
1	屏大，影音效果爆炸，非常不错，就是膜，手机膜,,?^?,,，，，，
1	手机已经收到，那个人脸识别比原来我的指纹识别强多了，拍照也很牛，还有好多功能在摸索中，这次真的买对了。
1	非常棒的手机。
1	挺好的，送的东西挺实用的
0	送货很快，手机使用经常弹出系统更新提醒且无法关闭，很苦恼。其他还行。
1	手机没得说了，上手感觉很棒，手感很好，很棒的手机
1	不得不说荣耀10的颜值真的很高，流光色视觉效果很好，屏幕显示效果不错，麒麟970处理器性能强大，打开应用特别快，像素密度高，Al拍照模式拍出来的照片很有质感，超级快充充电很快手机使用特别流畅人脸解锁秒开手机音质好，安兔兔验过机是正品跑分21万左右，系统优化好，后台控制完美。后置2400万+1600万像素再搭配B612新手都能拍出美美的照片，就算戴上手机壳也挡不住荣耀10的颜值
0	还可以了，电池不耐用，性价比可以
1	非常好用，店家很好
1	手机很好，内存大，速度快，颜色很喜欢，满意！
1	一直用华为，荣耀6是经典，现在的10也不错，东西用了一天很好用很喜欢。
1	手机收到了，很喜欢，特别惊喜的是送的手机壳深的我心，本来以为会丑，没想到很好看，质量也好，手机里还带的有原装手机壳，手机指纹解锁很灵敏，用的很不错
1	刚拿到手机，玩了玩还不错，挺好的，用一段时间再发个追评，给大家分享一下
0	商家客服服务态度太差
-1	评！纸质发票没给！加钱！订单的时候已经勾选发票了！是不能开发票，你们倒是说明啊！子给家人买的，在京东买就图有个纸质发票，没有发票家人还以为买了个二手的！终给了个电子版的，说也是发票！你们这么说，我是不是拿着钱的电子版就可以买东西！
-1	开个热点关屏其他手机无法连接，还不如其他手机。
1	什么叫真爱？就是明知道麒麟比高通差了一大截，安卓比ios差了一大截，仍然坚定支持华为，因为华为是国内手机厂商中自主能力、创新能力最强的，希望这个品牌越来越壮大。我是个国产真爱粉，最早支持魅族，后来失望了，小米1我是第一批用户，后来失望的更厉害，现在唯独华为给我很大动力继续支持国货。我第一部华为手机是荣耀V8，用了两年多体验很好，64GB一年后基本都是满内存状态使用，手机app超过100个，仍然不卡，人为原因摔坏了觉得没有修理的价值了，换了荣耀10，遗憾是没有赶上980仍然继续体验970，也不错了，华为加油，国货加油！
1	表示手机还行，发热没想象中那么严重。好评主要是给快递小哥，穷乡僻壤的都能送到，点赞！
1	还没用呢，先给好评！
1	完美至极，最好旗舰
1	还可以挺好的
1	快递很快，卖家很好，京东也好，华为荣耀手机就是好，手机很漂亮，速度很快，用起来感觉有点带劲图片就是我拍的像素可以不
1	宝贝不错。物流特别快，下次还会来京东买东西的。
1	手机终于到了，由于是新机所以流畅度挺高的，手感也不错，只是这次物流速度真的让我好心慌，（也许是心里作用），感觉好慢，总得来说还是不错的，用上一段时间再来评论具体的
-1	手机产品质量问题大。
1	弟生日，买个手机给他，收到他说比苹果的好，放假了已经开始玩游戏，他说很好一点都不卡温度也不会
-1	买手机还是去京东自营买，说到底还是没保障，到货拆包装后就不允许退货，而且这价格一天比一天低，买一次吃亏，不靠谱，下次再也不买这家店的了，一次性卖家
0	手机颜值不错，物流速度快，有时候手机会断触，买了不到一个月就降了300好坑啊
1	很好用，特别流畅
0	还可以，用着还行吧
1	手机刚刚试了一下  还不错哦  就是感觉屏幕好大  比之前用的大了好多  以后慢慢习惯吧  支持国产～
-1	玩游戏5分钟 手机就烫的吓人
1	不错。很漂亮。京东物流也快。
1	手机很不错，反应速度快，黑色大气，喜欢！卖家发货速度快！
1	很酷的一款手机，相信华为！支持国产！
1	速度不错，照相还行，华为质量继续加油，电池再加大更好。散热目前不错
1	荣耀10外观没得说这点没人反驳吧？说下买这部手机是个意外当时手机拿去修了然后没手机用。就想着在再买一个先用也去实体店看过荣耀10真机。被外观深深吸引了。手机还不错喜欢快快买起来吧鲁大师跑分20w！我8p也才20w
1	很大，很顺，很请晰，速度快不卡顿，值得拥有
1	手机收到了，是正品，速度很快很喜欢，赞一个
0	反应一般
1	非常不错的东西，之前也买的一模一样的，又买了一个，还是同样的感觉。个人比较喜欢紫色这款。
-1	手机一搬！包装太栏，钢化膜都烂成几块了，而且说送手环，没送！
0	真的是没法说了我的手机买回来没有用过所以不知道结果回来一用发现尾@不进去后来让我来维修店人家说我的充电器给配错了我真的?
1	手机已收到，正在体验中
0	个人觉得触摸屏不怎么好用，充电挺快的
1	用起来非常顺畅 照相能力很强 电池也很耐用 商家发货非常快 双十一也是当天发货
1	东西收到，外包装完整，三层保护，赠品很好，用了一段时间后才来评，手机没得说，高端大气上档次，低调奢华有内涵，好用！相信京东，好多年了，一直都是在京东买东西。
1	使用一月，非常满意的一次购物。
0	先给京东快递个好评，晚上10点的单，第二天11点拿到货。★用自带的华为播放器看视频有明显的条纹★电池续航一般吧，毕竟是新手机，玩王者1小时15%左右，充电倒是挺快的，30分钟能充60%以上，★目前用着还比较流畅装30多个应用，★做工还行，希望把电池续航优化好，后续再追评
1	外观很漂亮，版本偏细长，手感很好。拍照效果非常棒！随机还有贴膜和保护套赠送。其他功能还在逐步熟悉中。非常满意！
-1	z才到手就卡
1	手机很好用，以前那个手机太卡了，这个很喜欢。手感也很好。
0	很好用。
-1	大家不要在他们店买手机，质量太差！太坑人，严重怀疑不是正品！简直上当受骗！手机打开就是残次品！买家客服态度不好！还不讲理！冷死人了！
1	手机收到了，不错，很喜欢
0	手感挺好的，大小和荣耀9差不多     但是京东快递直接放到蜜蜂箱，连电话都不打，完全不知道是手机到了，不负责任
-1	打一星是为了让更多人看到，华为的手机硬件都挺好，外形美观，做工精良，拍照很好，但是系统不敢恭维，尤其是推送，不管是哪个版本的EMUI推送都没做好，除了~~其他APP哪怕保持后台运行，锁屏不清理，基本都不推送或者延迟推送，要知道炒股类打车类APP推送真的很重要，希望华为能重视这个问题，尽早解决推送BUG。
1	拿到手的时候，感觉比荣耀6plus小，但用了两天后，感觉手感超好，6就显得笨拙了。速度快，大空间，再也不担心没地存放照片了
0	手机感觉还行   在用用看
1	物流挺快的，快递小哥服务很好，手机试玩了下速度也挺快的，解锁功能可以说是秒开，好评，下次有需要还来这下单
1	特意用了几天再来评价，首先机子没问题，其次通话质量很好，音质不错，手机运行通畅，没有卡顿或死机现象，正常使用的话，手机电量可以持续在24小时，如果玩游戏，电量最多一天！
1	顺丰快递很给力，前天下单今天就到了。手机颜色是我喜欢的，很正。新的就是给力，干什么都快。点个赞。
1	非常好，原装正品
1	非常满意，京东物流很快
0	会卡，会闪退，触屏不灵。不知道能用多久？只是都已经装了软件，有些关于银行账号的东西不好退货，将就吧。
-1	手机比实体店贵，而且不带耳机，
1	超级漂亮的手机，颜值高，性能好。特别好用
-1	刚买完就价格就变成1999，好气人！
0	手机外观不错  就是屏幕材质不爽
0	手机是还可以，但是别在这家买，送的都是是些什么垃圾，还没纸后，手机壳大了，手环电充不进去，耳机音质一般般，只有个充电宝好点，欺骗消费者的销售模式，虽然说是送的但还是有种被骗的感觉！给两颗星是给手机的。
1	很快就到货了，马上来评价，手感不错，功能跟想象的一样，很满意，正品
1	操作流畅，屏幕显示靓丽，性价比高。视频时间长了会发热，要是有像荣耀note10那样的液冷就好了。送的手环就是个电子垃圾，蓝牙连不上，无法充电，换货还需要付运费，服务真差。
1	用了一阵子才评价的，电话真的，很不错，店家发货快，态度好，值得购买，满分
1	色彩斑斓，清晰度很高，运行很流畅，店家发货超快，你值得拥有。
1	很好哈哈哈终于到手了
1	手机收到了，感觉很不错！店家的包装也很贴心！。小礼物很喜欢
1	手机不错，大小合适，速度也挺好，
0	不错，挺好，看性能吧
1	非常好的手机，全面屏就是爽，屏幕清晰，电池给力，下次还买！
1	全新未打开的，操作拍照都很棒，之前在京东自营买，这次再这家买，也很顺畅。全五分。
1	东西很好用，外形也很好看，希望卖家再接再厉，做得更好
1	运行快高品质画面内存也大
1	很快到货！送货上门，手感不错！反应流畅值得购买！
0	今天上午买的，下午到了快递速度还是可以的，用起来没有想象中那么好，买的幻影蓝，背面也没看出来哪里变色了
1	很不错的产品。你值得拥有！
1	刚收到的荣耀10，颜值高，反应快，拍照效果好，大小合适，老婆很喜欢，再赞一下京东物流，快捷。
0	耗电特别快
1	蛮好的，用了很久来评价的
1	手机很漂亮，速度很快，电池耐用，拍照一流
-1	卖家就是个**，售后服务差的很跟我说的三包，那到机子后充电不进电，我说换，他们翻脸不认人，以后在也不买华为了就是个坑，没有的功能你介绍什么，我上午下单下午想换个颜色，还没发货非让我在拍一个，那个退货了就是不给退款，
1	从最开始的买数码选京东，到后来的买电器选京东，再到现在柴米油盐酱醋茶都选京东，主要还是源于信赖
0	京东物流很给力这是毋庸置疑的，本来是想给五星好评的，但是手机5号拿到却发现一号有人用过，应该是退货了?虽然现在没有什么问题但毕竟怕以后会出现问题，整体服务还是很好的
1	质量很好，用起来很流畅，大牌子就是好用
-1	用着还行 买这个就是为了玩游戏没想到屏幕还一卡一卡的 ，这客服哈哈?算了就这样吧
1	外观很漂亮，很惊艳，刚拿到。商家很好，送了好多用不上的，不过耳机还是不错的！
1	手机不错，用了有好几天了，像素挺好的，拍照很清楚，正品质量，以后有需要再来
1	玩游戏没有压力，真的很流畅。蓝色感觉挺生动的， 小刘海屏， 总结：手感也很好，指纹解锁手上有些水也可以，人脸识别也很快，充电速度非常满意，拍照很清晰，像素也是很舒服，音质不错，听音乐很舒服信号很好很强大， 玩几个小时游戏无压力，手机性价比很高，系统运行很流畅，玩游戏手感很好，屏幕占比还不错，视觉效果好，看着比较高大上，送的赠品确实很实惠，全是荣耀的，挺有面子的。尤其是手环，正好带上了。
0	手机用起来很流畅，就是玩手游和看电影二十多分钟就开始发烧  就很烫手
0	购好多年了，从没评论过，这是这次感觉有点悲催了，新买的手机，充电器头无缘无故不能用，联系售后还好，给补发了个通用的头，也能充电，但总觉得新买的东西就有一件不是配套的，呵呵，这品质。
